iPhone XS	256GB	Space Gray	1	2018-12-06	德国	0
iPhone 7	128GB	Argent 	1	2019-01-25	it	0
iPhone 6S	16GB	Space Gray	1	2016-10-16	德国	0
iPhone 8	64GB	Space Gray	3	2018-01-13	德国	0
iPhone 7	32GB	Black	1	2018-01-06	法国	0
iPhone 7	32GB	Rose Gold	1	2017-12-14	英国	0
iPhone XS Max	64GB	Gold	5	2019-01-11	法国	0
iPhone 6S	32GB	Space Grey	4	2017-04-08	英国	0
iPhone 6S	32GB	Space Gray	2	2016-11-04	法国	0
iPhone 7	32GB	Matte Black	1	2018-05-16	英国	0
iPhone 7	128GB	Black	1	2017-05-28	德国	0
iPhone 7	128GB	Rose Gold	3	2016-12-04	英国	0
iPhone 7	128GB	Rose Gold	1	2017-05-06	德国	0
iPhone 7 Plus	32GB	Gold	3	2019-01-10	法国	0
iPhone 8 Plus	64GB	Space Gray	1	2018-06-26	法国	0
iPhone 7	128GB	Argent	1	2019-05-12	法国	0
iPhone 7	32GB	Gold	1	2017-04-19	英国	0
iPhone 6S	128GB	Rose Gold	2	2018-11-28	德国	0
iPhone XS	256GB	Argent 	1	2019-01-04	德国	0
iPhone 7	32GB	Black	1	2016-09-29	法国	0
iPhone 7	128GB	Gold	2	2017-06-08	德国	0
iPhone X	64GB	Gray	2	2018-02-16	it	0
iPhone X	64GB	Space Grey	3	2017-12-02	英国	0
iPhone 8	64GB	Space Gray	1	2018-02-13	法国	0
iPhone 8	64GB	Space Gray	2	2018-11-28	德国	0
iPhone 7	32GB	Black	1	2017-05-31	德国	0
iPhone 7 Plus	32GB	Black	1	2017-03-27	美国	0
iPhone XS	64GB	Space Gray	3	2019-03-21	美国	0
iPhone 7 Plus	128GB	Black	4	2018-04-14	英国	0
iPhone 6S	64GB	Gold	3	2017-01-22	德国	0
iPhone XS	64GB	Space Gray	1	2019-03-25	美国	0
iPhone 8	64GB	Gold	1	2019-03-13	法国	0
iPhone XS	64GB	Gold	1	2019-03-07	美国	0
iPhone 8	64GB	Space Gray	1	2018-07-19	法国	0
iPhone 7	32GB	Argent 	1	2018-09-15	德国	0
iPhone 6S	128GB	Space Gray	1	2019-07-07	法国	0
iPhone XR	64GB	White	4	2019-05-26	it	0
iPhone 8	64GB	Space Gray	1	2018-03-09	德国	0
iPhone 6S	64GB	Argent 	1	2019-03-14	德国	0
iPhone 6S	128GB	Space Grey	2	2018-06-23	英国	0
iPhone XS	256GB	Argent 	1	2019-01-19	德国	0
iPhone 8	64GB	Space Gray	1	2018-10-17	德国	0
iPhone XS Max	64GB	Space Grey	1	2019-06-22	英国	0
iPhone X	64GB	Argent	5	2018-04-03	法国	0
iPhone 7	128GB	Argent	5	2018-10-28	法国	0
iPhone XR	64GB	Black	2	2019-02-19	德国	0
iPhone XS Max	64GB	Silver	1	2019-04-17	美国	0
iPhone 6S	32GB	Argent	1	2015-10-18	德国	0
iPhone 7	128GB	Black	1	2018-04-17	德国	0
iPhone 6S	32GB	Space Gray	1	2018-07-22	德国	0
iPhone 7	32GB	Black	1	2018-11-07	法国	0
iPhone 8 Plus	64GB	Argent 	1	2018-06-28	it	0
iPhone XS	64GB	Gold	2	2019-03-31	美国	0
iPhone 7	32GB	Argent	1	2018-01-28	法国	0
iPhone X	64GB	Space Gray	4	2018-12-02	德国	0
iPhone XR	128GB	Red	1	2018-12-13	法国	0
iPhone XS Max	256GB	Space Grey	1	2019-07-15	英国	0
iPhone 7 Plus	32GB	Black	1	2018-12-21	美国	0
iPhone 8	64GB	Argent 	1	2018-10-10	法国	0
iPhone 8	64GB	Space Gray	1	2018-02-04	法国	0
iPhone XS	64GB	Space Grey	1	2019-02-19	英国	0
iPhone XS Max	64GB	Space Gray	4	2019-01-20	德国	0
iPhone XS	256GB	Space Gray	5	2018-12-11	德国	0
iPhone 6S	64GB	Rose Gold	3	2017-03-10	德国	0
iPhone 7	128GB	Black	1	2016-10-01	德国	0
iPhone XS	256GB	Argent 	5	2019-01-05	德国	0
iPhone 7 Plus	32GB	Black	1	2019-02-19	美国	0
iPhone 6S Plus	128GB	Rose Gold	2	2017-05-11	英国	0
iPhone 8	256GB	Space Gray	1	2018-11-28	法国	0
iPhone XR	64GB	White	5	2019-04-04	法国	0
iPhone 7 Plus	32GB	Black	1	2019-01-17	美国	0
iPhone 7 Plus	32GB	Black	5	2018-04-03	英国	0
iPhone X	64GB	Space Gray	1	2018-03-14	德国	0
iPhone XR	64GB	Black	1	2019-01-18	法国	0
iPhone XS	64GB	Gold	1	2018-12-22	法国	0
iPhone 6S	64GB	Argent 	1	2018-06-14	德国	0
iPhone 8 Plus	64GB	Gold	1	2018-01-25	法国	0
iPhone 8 Plus	64GB	Gold	1	2018-08-06	法国	0
iPhone 7	32GB	Black	3	2017-12-09	美国	0
iPhone 6S	16GB	Space Gray	1	2016-08-26	德国	0
iPhone 7 Plus	128GB	Black	1	2016-10-29	德国	0
iPhone 7 Plus	128GB	Black	1	2017-06-02	英国	0
iPhone 8	64GB	Space Gray	1	2018-02-01	德国	0
iPhone XS	64GB	Gold	3	2019-01-18	美国	0
iPhone 8	64GB	Gray	1	2019-02-19	it	0
iPhone 6S Plus	32GB	Space Grey	2	2017-08-21	英国	0
iPhone XR	256GB	Coral	4	2019-05-01	德国	0
iPhone X	256GB	Argent 	1	2018-03-08	德国	0
iPhone XR	64GB	Black	3	2019-06-01	德国	0
iPhone 7	32GB	Black	1	2019-07-11	德国	0
iPhone 6S	128GB	Rose Gold	5	2019-05-17	德国	0
iPhone 6S	128GB	Space Gray	2	2015-10-22	德国	0
iPhone 8	64GB	Space Gray	5	2018-11-16	法国	0
iPhone 8	64GB	Silver / White	1	2019-05-24	it	0
iPhone 6S	64GB	Rose Gold	2	2017-01-19	德国	0
iPhone 8	64GB	Argent 	3	2019-01-25	德国	0
iPhone 6S	32GB	Space Gray	1	2018-08-09	德国	0
iPhone 8	256GB	Gold	2	2019-02-09	德国	0
iPhone 7	32GB	Matt Black	1	2017-01-13	it	0
iPhone 7 Plus	128GB	Matt Black	2	2017-03-16	it	0
iPhone X	64GB	Argent 	2	2019-01-02	德国	0
iPhone 7	128GB	Black	1	2017-01-05	德国	0
iPhone X	64GB	Space Gray	1	2018-10-31	法国	0
iPhone 7	32GB	Gold	1	2018-08-06	法国	0
iPhone X	64GB	Silver	2	2018-10-18	英国	0
iPhone 7 Plus	32GB	Black	1	2017-08-14	英国	0
iPhone 8	64GB	Space Grey	1	2019-03-11	英国	0
iPhone 6S	32GB	Rose Gold	3	2017-07-22	德国	0
iPhone XR	128GB	White	4	2019-05-25	英国	0
iPhone 8	64GB	Gold	4	2018-08-25	法国	0
iPhone 7 Plus	256GB	Black	3	2018-08-09	法国	0
iPhone X	64GB	Space Gray	4	2019-02-16	德国	0
iPhone XS	64GB	Space Gray	5	2019-05-01	德国	0
iPhone 7	32GB	Black	2	2019-04-02	法国	0
iPhone 8 Plus	64GB	Argent 	5	2018-11-07	法国	0
iPhone XS Max	256GB	Argent 	1	2019-06-26	德国	0
iPhone 6S Plus	128GB	Rose Gold	1	2017-05-29	英国	0
iPhone 7 Plus	32GB	Black	1	2019-05-04	美国	0
iPhone 6S	16GB	Space Gray	1	2019-01-07	德国	0
iPhone X	256GB	Space Gray	5	2017-11-02	德国	0
iPhone 7	128GB	Black	1	2019-04-05	法国	0
iPhone XR	64GB	Red	1	2019-06-20	it	0
iPhone 7 Plus	32GB	Black	1	2019-02-20	美国	0
iPhone 6S	16GB	Space Gray	1	2015-10-17	德国	0
iPhone 6S	64GB	Space Gray	2	2018-01-29	德国	0
iPhone 7	32GB	Gold	2	2017-03-30	法国	0
iPhone XS Max	64GB	Gold	5	2019-07-13	英国	0
iPhone 8	64GB	Space Gray	1	2018-05-16	德国	0
iPhone 8	64GB	Argent 	3	2018-12-08	法国	0
iPhone 8	64GB	Space Gray	5	2018-12-11	德国	0
iPhone 8	64GB	Argent 	1	2018-07-01	德国	0
iPhone 7	32GB	Matt Black	2	2018-03-29	it	0
iPhone 8	64GB	Space Gray	1	2019-06-06	德国	0
iPhone X	256GB	Argent 	1	2018-09-29	德国	0
iPhone 6S	128GB	Space Grey	5	2019-03-02	英国	0
iPhone 7	32GB	Matt Black	4	2017-01-23	it	0
iPhone XS	64GB	Gold	1	2019-04-09	美国	0
iPhone 6S	32GB	Silver	4	2019-04-07	美国	0
iPhone 7	32GB	Rose Gold	1	2017-03-13	法国	0
iPhone 6S	64GB	Gold	3	2016-05-07	德国	0
iPhone X	64GB	Space Gray	4	2018-01-13	法国	0
iPhone X	64GB	Space Grey	3	2019-03-05	英国	0
iPhone 8	64GB	Space Gray	5	2019-04-17	德国	0
iPhone X	64GB	Space Gray	1	2018-08-11	法国	0
iPhone X	256GB	Space Gray	2	2017-11-03	德国	0
iPhone 7	32GB	Gold	1	2018-08-16	英国	0
iPhone 7 Plus	32GB	Black	1	2017-01-15	美国	0
iPhone 6S	64GB	Gold	1	2018-11-30	德国	0
iPhone 8	64GB	Gold	2	2019-07-09	德国	0
iPhone X	256GB	Argent 	1	2019-03-17	德国	0
iPhone 7	32GB	Black	1	2019-02-02	德国	0
iPhone 6S	32GB	Argent	1	2015-10-17	德国	0
iPhone 7 Plus	32GB	Silver	1	2018-12-27	美国	0
iPhone 6S	64GB	Space Gray	1	2016-08-18	德国	0
iPhone 7	32GB	Black	4	2018-07-13	美国	0
iPhone XS	64GB	Argent	5	2019-07-07	法国	0
iPhone 7	128GB	Argent 	1	2019-06-09	德国	0
iPhone 7	32GB	Black	2	2018-08-21	法国	0
iPhone 7	128GB	Black	3	2016-12-21	德国	0
iPhone 7	128GB	Gold	1	2018-07-24	德国	0
iPhone 7	32GB	Black	1	2018-02-18	德国	0
iPhone 7	32GB	Black	1	2019-01-17	法国	0
iPhone XS Max	256GB	Argent 	1	2019-06-05	it	0
iPhone 7	128GB	Gold	2	2017-03-22	德国	0
iPhone 8 Plus	64GB	Argent 	1	2018-10-10	法国	0
iPhone 6S	16GB	Space Gray	1	2016-06-09	德国	0
iPhone XS Max	64GB	Space Gray	1	2019-02-07	美国	0
iPhone XS Max	64GB	Gold	2	2018-12-03	德国	0
iPhone 8	64GB	Space Gray	1	2018-06-09	法国	0
iPhone 7	128GB	Black	4	2016-12-22	德国	0
iPhone 6S	64GB	Space Gray	3	2017-05-06	德国	0
iPhone 6S	64GB	Space Gray	4	2016-07-21	德国	0
iPhone 7 Plus	32GB	Black	1	2017-08-14	美国	0
iPhone 7 Plus	32GB	Silver	1	2019-03-06	美国	0
iPhone X	64GB	Space Gray	1	2018-07-17	德国	0
iPhone 6S	32GB	Space Grey	4	2019-07-12	英国	0
iPhone 7	32GB	Matte Black	1	2019-04-06	英国	0
iPhone 6S	32GB	Silver	1	2018-11-27	美国	0
iPhone 7 Plus	32GB	Black	1	2019-02-10	美国	0
iPhone 8	256GB	Space Gray	1	2018-10-05	德国	0
iPhone 7	128GB	Rose Gold	1	2018-03-25	德国	0
iPhone 7	128GB	Black	1	2018-08-03	英国	0
iPhone 7	32GB	Rose Gold	5	2019-01-17	法国	0
iPhone 8 Plus	64GB	Gold	4	2017-10-10	法国	0
iPhone 8	64GB	Gold	1	2019-04-21	it	0
iPhone 8	64GB	Gold	1	2019-02-05	法国	0
iPhone 7 Plus	32GB	Black	4	2019-01-03	美国	0
iPhone 7	128GB	Black	5	2018-09-12	德国	0
iPhone 8	64GB	Space Grey	1	2019-04-24	英国	0
iPhone 7	32GB	Matt Black	4	2018-07-02	it	0
iPhone 7	128GB	Black	5	2018-10-07	法国	0
iPhone XR	128GB	Black	4	2019-02-13	it	0
iPhone 8	64GB	Space Gray	2	2018-01-31	法国	0
iPhone XS Max	64GB	Argent 	1	2018-12-14	德国	0
iPhone 8	64GB	Gold	3	2018-12-01	it	0
iPhone 7	128GB	Black	1	2016-09-25	德国	0
iPhone 7 Plus	32GB	Silver	1	2019-01-08	美国	0
iPhone X	256GB	Space Gray	1	2017-11-09	德国	0
iPhone X	64GB	Space Gray	1	2017-12-26	法国	0
iPhone XS	256GB	Argent 	1	2019-04-07	德国	0
iPhone XR	128GB	Black	1	2019-01-19	德国	0
iPhone 7	128GB	Black	4	2017-08-17	法国	0
iPhone 6S	64GB	Gold	1	2016-09-16	德国	0
iPhone X	64GB	Argent	5	2019-02-03	法国	0
iPhone X	64GB	Space Grey	3	2018-04-29	英国	0
iPhone X	64GB	Argent 	1	2018-05-07	德国	0
iPhone 6S	64GB	Space Gray	1	2018-09-26	德国	0
iPhone 7	32GB	Black	1	2019-02-08	德国	0
iPhone 7	32GB	Matt Black	4	2019-04-15	it	0
iPhone 7 Plus	32GB	Black	2	2017-11-24	法国	0
iPhone 6S	16GB	Space Gray	1	2019-02-09	德国	0
iPhone XS	64GB	Silver	1	2018-10-29	美国	0
iPhone 7	128GB	Black	2	2017-03-04	法国	0
iPhone XS	256GB	Gray	1	2018-11-20	法国	0
iPhone 7	128GB	Rose Gold	2	2019-06-20	法国	0
iPhone X	64GB	Silver	1	2018-12-04	美国	0
iPhone 7	32GB	Rose Gold	4	2019-03-10	英国	0
iPhone XS	256GB	Argent 	4	2018-12-21	德国	0
iPhone 6S	64GB	Rose Gold	1	2018-08-02	德国	0
iPhone 8 Plus	64GB	Gray	5	2018-03-30	it	0
iPhone 7	32GB	Gold	1	2017-10-07	美国	0
iPhone 7	128GB	Black	1	2016-10-24	德国	0
iPhone X	64GB	Space Gray	1	2019-04-06	德国	0
iPhone XS Max	64GB	Silver	1	2019-03-04	美国	0
iPhone 6S	32GB	Gold	1	2019-06-25	法国	0
iPhone XS	64GB	Gold	1	2019-05-08	美国	0
iPhone X	64GB	Space Gray	5	2018-12-27	德国	0
iPhone X	64GB	Argent 	1	2018-10-03	德国	0
iPhone XS Max	64GB	Silver	1	2019-05-07	美国	0
iPhone 8	64GB	Gray	5	2018-05-29	it	0
iPhone X	64GB	Space Gray	1	2018-11-07	德国	0
iPhone XR	64GB	White	1	2019-04-14	法国	0
iPhone 7	128GB	Black	2	2019-01-05	法国	0
iPhone XS Max	64GB	Gray	5	2019-04-27	it	0
iPhone 6S	16GB	Space Gray	3	2017-03-07	德国	0
iPhone 6S	32GB	Argent	1	2015-10-18	德国	0
iPhone 8	64GB	Space Gray	1	2018-06-11	法国	0
iPhone 7 Plus	32GB	Black	2	2018-07-31	美国	0
iPhone 7	128GB	Argent 	1	2019-02-22	德国	0
iPhone X	64GB	Space Gray	3	2019-04-14	德国	0
iPhone XR	64GB	White	3	2018-12-11	法国	0
iPhone 6S	64GB	Space Gray	2	2017-02-06	德国	0
iPhone XS	64GB	Gold	4	2018-10-27	德国	0
iPhone 6S	64GB	Space Gray	5	2015-12-15	德国	0
iPhone 7	32GB	Black	1	2018-08-13	德国	0
iPhone 7	32GB	Gold	5	2018-05-16	法国	0
iPhone XR	128GB	Black	2	2019-01-04	法国	0
iPhone 7	32GB	Matt Black	3	2018-04-03	it	0
iPhone 7	32GB	Matt Black	4	2019-03-10	it	0
iPhone 6S	16GB	Space Gray	4	2017-01-26	德国	0
iPhone 7	128GB	Matt Black	1	2017-10-04	it	0
iPhone 8	64GB	Space Gray	1	2018-08-21	法国	0
iPhone 6S	128GB	Space Grey	1	2019-03-21	英国	0
iPhone 8	64GB	Gold	1	2018-02-05	德国	0
iPhone 6S	32GB	Space Gray	3	2018-09-27	德国	0
iPhone X	64GB	Argent	5	2018-03-24	法国	0
iPhone 6S	64GB	Argent 	1	2016-01-23	德国	0
iPhone X	64GB	Argent	1	2018-08-19	法国	0
iPhone X	256GB	Argent	5	2018-06-25	法国	0
iPhone 6S Plus	32GB	Rose Gold	2	2019-03-10	德国	0
iPhone 6S	32GB	Rose Gold	1	2019-06-27	法国	0
iPhone 8 Plus	64GB	Gold	5	2019-06-12	法国	0
iPhone 7	128GB	Rose Gold	1	2018-09-14	德国	0
iPhone 7	32GB	Black	1	2019-01-07	美国	0
iPhone XS	64GB	Gold	1	2019-05-05	美国	0
iPhone X	64GB	Space Gray	2	2019-01-11	德国	0
iPhone 7	32GB	Black	1	2017-08-09	德国	0
iPhone XS Max	64GB	Gold	1	2019-02-15	美国	0
iPhone 8	64GB	Argent 	1	2018-04-08	德国	0
iPhone 7 Plus	32GB	Black	1	2018-12-27	美国	0
iPhone 7	32GB	Matte Black	1	2017-04-08	英国	0
iPhone XS	64GB	Argent 	3	2018-11-03	it	0
iPhone 7 Plus	32GB	Rose Gold	1	2017-03-22	英国	0
iPhone 6S	16GB	Gold	1	2018-12-10	德国	0
iPhone 6S	128GB	Space Gray	3	2017-01-29	德国	0
iPhone X	64GB	Argent	1	2018-11-05	法国	0
iPhone 7 Plus	32GB	Black	3	2018-11-10	美国	0
iPhone 6S	32GB	Silver	5	2018-10-16	英国	0
iPhone XS	64GB	Space Gray	1	2019-03-12	德国	0
iPhone X	256GB	Space Gray	1	2017-11-11	德国	0
iPhone 7	32GB	Rose Gold	4	2018-12-24	德国	0
iPhone 6S	64GB	Space Gray	2	2018-06-18	德国	0
iPhone 8	64GB	Argent 	1	2017-10-20	德国	0
iPhone XR	128GB	Black	4	2019-02-22	法国	0
iPhone 8	64GB	Gray	2	2018-04-08	it	0
iPhone 7	32GB	Black	3	2019-05-16	法国	0
iPhone 7 Plus	32GB	Matt Black	5	2019-01-09	it	0
iPhone XS Max	256GB	Space Grey	1	2019-05-29	英国	0
iPhone 7 Plus	32GB	Silver	1	2017-05-05	英国	0
iPhone 7	128GB	Gold	3	2017-03-08	法国	0
iPhone 6S	32GB	Space Gray	1	2019-03-29	法国	0
iPhone 8	64GB	Space Gray	1	2019-04-03	法国	0
iPhone 7	32GB	Black	4	2019-01-28	德国	0
iPhone 6S	32GB	Space Gray	1	2019-03-10	法国	0
iPhone 6S	16GB	Gold	1	2018-04-11	德国	0
iPhone 8	256GB	Space Gray	3	2018-03-05	德国	0
iPhone X	64GB	Argent 	4	2018-10-25	德国	0
iPhone 6S	128GB	Gold	2	2018-01-03	英国	0
iPhone 7	32GB	Black	1	2016-12-06	德国	0
iPhone XS Max	256GB	Gray	1	2019-01-08	it	0
iPhone 6S	64GB	Space Gray	4	2015-12-30	德国	0
iPhone 7	32GB	Black	1	2019-01-06	德国	0
iPhone 7	32GB	Black	1	2018-07-21	德国	0
iPhone 8 Plus	64GB	Gold	1	2019-02-01	德国	0
iPhone 7 Plus	128GB	Jet Black	4	2018-09-01	英国	0
iPhone 6S	64GB	Space Gray	1	2018-07-16	德国	0
iPhone 7	32GB	Matt Black	1	2017-11-06	it	0
iPhone X	64GB	Space Gray	1	2018-11-22	德国	0
iPhone 7 Plus	32GB	Black	1	2017-01-17	英国	0
iPhone 7 Plus	32GB	Silver	3	2018-12-21	美国	0
iPhone 6S	16GB	Rose Gold	1	2018-04-09	德国	0
iPhone XR	64GB	Black	5	2019-01-08	it	0
iPhone 7	32GB	Black	1	2017-09-14	德国	0
iPhone X	64GB	Argent	1	2018-06-14	法国	0
iPhone 8	256GB	Space Gray	1	2018-12-18	法国	0
iPhone 7	32GB	Black	3	2018-04-27	德国	0
iPhone 7	128GB	Black	3	2016-10-02	德国	0
iPhone 6S	64GB	Argent 	2	2016-08-27	德国	0
iPhone 8	64GB	Space Gray	1	2018-08-08	法国	0
iPhone XR	128GB	Black	5	2019-01-19	英国	0
iPhone 7 Plus	32GB	Silver	1	2018-12-10	美国	0
iPhone XS Max	64GB	Gold	5	2019-05-31	法国	0
iPhone 7	32GB	Matte Black	1	2017-08-13	英国	0
iPhone XS	64GB	Gold	1	2019-03-12	美国	0
iPhone 7	32GB	Black	1	2017-04-17	德国	0
iPhone 6S	64GB	Argent 	1	2017-01-07	德国	0
iPhone 8	256GB	Space Gray	4	2018-12-14	德国	0
iPhone 7	128GB	Black	1	2019-05-07	英国	0
iPhone XS	256GB	Gray	1	2019-01-27	法国	0
iPhone 8	64GB	Silver	5	2018-05-20	英国	0
iPhone 8	64GB	Silver / White	4	2018-06-12	it	0
iPhone 8	64GB	Gray	3	2018-07-28	it	0
iPhone 6S	64GB	Space Gray	1	2016-10-31	德国	0
iPhone 8	64GB	Argent 	1	2018-03-03	德国	0
iPhone XS Max	64GB	Gold	1	2019-05-08	美国	0
iPhone XS Max	64GB	Gold	4	2019-05-07	美国	0
iPhone 6S	32GB	Argent	1	2015-12-29	德国	0
iPhone 7	32GB	Rose Gold	1	2018-10-13	法国	0
iPhone 6S	64GB	Rose Gold	3	2016-01-05	德国	0
iPhone 7	32GB	Black	1	2018-03-01	美国	0
iPhone X	64GB	Argent	1	2018-12-07	法国	0
iPhone 7	32GB	Black	1	2018-12-18	法国	0
iPhone X	64GB	Argent 	3	2019-05-27	德国	0
iPhone 7	32GB	Matt Black	1	2017-09-22	it	0
iPhone 7	32GB	Black	2	2018-07-30	德国	0
iPhone 7 Plus	32GB	Black	1	2018-12-30	美国	0
iPhone 7	32GB	Black	5	2018-12-09	德国	0
iPhone XS	64GB	Gray	5	2019-04-23	it	0
iPhone 8 Plus	64GB	Gold	1	2018-08-02	德国	0
iPhone XR	64GB	Blue	3	2019-05-13	法国	0
iPhone 7	256GB	Jet Black	3	2017-03-01	英国	0
iPhone XS	256GB	Space Grey	2	2019-02-02	英国	0
iPhone 7	32GB	Black	5	2019-01-28	法国	0
iPhone 7 Plus	32GB	Black	3	2016-12-11	德国	0
iPhone 7 Plus	128GB	Black	2	2017-04-16	德国	0
iPhone 7 Plus	32GB	Black	1	2018-12-20	美国	0
iPhone 7	128GB	Black	1	2017-02-10	德国	0
iPhone XS Max	256GB	Gold	1	2019-06-15	英国	0
iPhone 6S	64GB	Rose Gold	1	2016-02-06	德国	0
iPhone 7	32GB	Black	3	2017-06-06	德国	0
iPhone 6S	32GB	Rose Gold	2	2019-05-19	法国	0
iPhone XS Max	64GB	Gold	1	2019-02-16	美国	0
iPhone 7	128GB	Black	1	2017-11-03	德国	0
iPhone XS Max	64GB	Gold	1	2019-04-21	法国	0
iPhone 7	32GB	Rose Gold	1	2017-07-20	德国	0
iPhone 7	128GB	Silver	3	2018-10-03	英国	0
iPhone 7 Plus	128GB	Jet Black	1	2016-11-21	英国	0
iPhone XS	64GB	Space Gray	4	2019-02-07	德国	0
iPhone 8	64GB	Space Grey	2	2019-01-23	英国	0
iPhone X	256GB	Argent	1	2018-08-14	法国	0
iPhone 7 Plus	32GB	Matt Black	1	2016-12-07	it	0
iPhone 7	32GB	Matt Black	3	2018-09-14	it	0
iPhone 8 Plus	64GB	Argent 	1	2019-02-06	it	0
iPhone 7	32GB	Black	1	2018-10-23	德国	0
iPhone 8	64GB	Space Gray	1	2018-11-12	法国	0
iPhone 7	128GB	Black	1	2018-07-30	法国	0
iPhone 7	32GB	Gold	1	2017-08-24	英国	0
iPhone 6S	32GB	Argent	1	2016-11-11	法国	0
iPhone 7	32GB	Black	1	2016-09-25	德国	0
iPhone 7 Plus	32GB	Silver	1	2019-02-28	美国	0
iPhone 8	64GB	Argent 	1	2019-01-05	法国	0
iPhone 7 Plus	256GB	Black	1	2016-12-23	法国	0
iPhone 7	128GB	Argent 	1	2019-01-12	it	0
iPhone X	64GB	Space Gray	1	2019-07-10	德国	0
iPhone 8	64GB	Argent 	1	2018-06-25	德国	0
iPhone 7 Plus	32GB	Black	1	2018-12-16	美国	0
iPhone 8 Plus	64GB	Gold	1	2019-05-23	法国	0
iPhone 7	32GB	Black	3	2018-06-28	法国	0
iPhone X	64GB	Space Gray	1	2019-07-13	德国	0
iPhone 7	32GB	Black	2	2016-09-19	德国	0
iPhone XR	64GB	Black	1	2018-12-01	法国	0
iPhone 8	64GB	Space Gray	1	2018-10-17	德国	0
iPhone 6S	128GB	Rose Gold	1	2016-05-22	德国	0
iPhone XS Max	64GB	Space Gray	1	2019-03-31	德国	0
iPhone 7 Plus	32GB	Rose Gold	2	2017-12-26	德国	0
iPhone 7 Plus	128GB	Black	2	2019-01-18	德国	0
iPhone 6S	64GB	Rose Gold	2	2016-11-30	德国	0
iPhone 6S	16GB	Rose Gold	3	2018-09-25	it	0
iPhone XR	64GB	Black	5	2019-05-20	美国	0
iPhone 7	32GB	Argent 	1	2017-05-17	it	0
iPhone 6S	16GB	Gold	1	2018-04-16	德国	0
iPhone 7	32GB	Black	3	2018-09-01	法国	0
iPhone X	256GB	Space Gray	1	2018-11-04	法国	0
iPhone 6S	16GB	Space Gray	1	2018-12-21	德国	0
iPhone 7	32GB	Argent 	4	2016-12-30	it	0
iPhone 7 Plus	32GB	Argent	3	2017-11-22	法国	0
